conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
68,Data Insights Ep. 21: Experiências Reais com Governança e Padronização de Painéis de Indicadores,Podcast,Business Intelligence,Avançado,49,2025-07-05,"Episódio enriquecedor com debates aprofundados sobre Governança e Padronização de Painéis de Indicadores. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Prof. Elmo Batista de Faria
69,Especialização em Transações ACID e Controle de Concorrência com Projetos Práticos,Curso,Banco de Dados,Básico,354,2025-12-23,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Transações ACID e Controle de Concorrência. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Prof. Gabriel Santana Ribeiro
70,Construindo Aplicações Robustas com Integração de Conectores com SQLAlchemy e Psycopg3,Curso,Programação & Software,Avançado,1745,2024-04-20,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Integração de Conectores com SQLAlchemy e Psycopg3. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Prof. Elmo Batista de Faria
71,"Análise Comparativa e Padrões Recomendados em Python Avançado: POO, Decorators e Geradores",Artigo,Programação & Software,Básico,12,2025-04-27,"Artigo técnico detalhado que explora Python Avançado: POO, Decorators e Geradores sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dra. Juliana Martins Fontes
72,Estudo Técnico e Decisões de Arquitetura em Gerenciamento de Ambientes e Segredos em Nuvem,Artigo,DevOps & Cloud,Avançado,20,2026-06-23,"Artigo técnico detalhado que explora Gerenciamento de Ambientes e Segredos em Nuvem sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Dra. Juliana Martins Fontes
73,Guia Definitivo e Boas Práticas sobre Práticas de DataOps e Qualidade de Dados,Artigo,Engenharia de Dados,Básico,30,2025-01-09,"Artigo técnico detalhado que explora Práticas de DataOps e Qualidade de Dados sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Eng. Patrícia Moreira Viana
74,Deep Dive Ep. 103: Casos de Sucesso em Métricas de Avaliação de Modelos Preditivos,Podcast,Ciência de Dados,Intermediário,63,2024-08-11,"Episódio enriquecedor com debates aprofundados sobre Métricas de Avaliação de Modelos Preditivos. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Profa. Carla Antunes Silveira
75,Construindo Aplicações Robustas com APIs RESTful de Alta Performance com FastAPI,Curso,Programação & Software,Avançado,2423,2025-05-09,"Neste curso aprofundado, você aprenderá de forma estruturada sobre APIs RESTful de Alta Performance com FastAPI. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Dr. Fernando Zanin Pacheco
76,Formação Prática em Automação de Servidores Linux e Acesso SSH: Fundamentos e Aplicação,Curso,DevOps & Cloud,Intermediário,785,2024-03-20,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Automação de Servidores Linux e Acesso SSH. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Eng. Bruno César Pires
77,Solucionando Desafios do Dia a Dia em Monitoramento de Performance e Acompanhamento de Metas,Vídeo,Business Intelligence,Avançado,72,2024-01-30,"Vídeo prático e objetivo apresentando a aplicação de Monitoramento de Performance e Acompanhamento de Metas. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Eng. Vanessa Cristina Ramos
78,Melhores Práticas e Arquitetura de Clusterização e Segmentação de Perfis,Vídeo,Ciência de Dados,Avançado,110,2024-08-04,"Vídeo prático e objetivo apresentando a aplicação de Clusterização e Segmentação de Perfis. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Eng. Patrícia Moreira Viana
79,Data Insights Ep. 94: Experiências Reais com Integração Híbrida PostgreSQL e NoSQL MongoDB,Podcast,Banco de Dados,Avançado,75,2025-06-29,"Episódio enriquecedor com debates aprofundados sobre Integração Híbrida PostgreSQL e NoSQL MongoDB. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Banco de Dados.",Dr. Fernando Zanin Pacheco
80,Guia Rápido e Hands-on: Estratégias de Indexação e Performance de Bancos,Vídeo,Banco de Dados,Avançado,61,2026-03-27,"Vídeo prático e objetivo apresentando a aplicação de Estratégias de Indexação e Performance de Bancos. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Profa. Carla Antunes Silveira
81,Masterclass de Data Lakehouse e Armazenamento Delta Lake para Projetos Reais,Curso,Engenharia de Dados,Intermediário,873,2025-07-07,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Data Lakehouse e Armazenamento Delta Lake. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Eng. Thiago Pinheiro Borges
82,Como Implementar Catálogo de Dados Corporativo e Glossário Passo a Passo,Vídeo,Segurança & Governança,Básico,19,2025-02-27,"Vídeo prático e objetivo apresentando a aplicação de Catálogo de Dados Corporativo e Glossário. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Segurança & Governança.",Dr. Fernando Zanin Pacheco
83,Deep Dive Ep. 94: Casos de Sucesso em Data Lakehouse e Armazenamento Delta Lake,Podcast,Engenharia de Dados,Básico,36,2025-04-21,"Episódio enriquecedor com debates aprofundados sobre Data Lakehouse e Armazenamento Delta Lake. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dr. Marcelo Silveira Neves
84,Melhores Práticas e Arquitetura de Infraestrutura como Código com Terraform,Vídeo,DevOps & Cloud,Avançado,105,2024-01-08,"Vídeo prático e objetivo apresentando a aplicação de Infraestrutura como Código com Terraform. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Dra. Camila Guimarães Rocha
85,Formação Prática em Escalabilidade e Gestão de Custos em Cloud: Fundamentos e Aplicação,Curso,DevOps & Cloud,Avançado,1315,2024-06-16,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Escalabilidade e Gestão de Custos em Cloud. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Dra. Renata Figueiredo Melo
86,Solucionando Desafios do Dia a Dia em Sistemas de Recomendação por Similaridade,Vídeo,Inteligência Artificial,Avançado,66,2024-09-03,"Vídeo prático e objetivo apresentando a aplicação de Sistemas de Recomendação por Similaridade. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Inteligência Artificial.",Dr. André Luiz Carvalho
87,Deep Dive Ep. 109: Casos de Sucesso em Métricas de Avaliação de Modelos Preditivos,Podcast,Ciência de Dados,Básico,79,2025-04-15,"Episódio enriquecedor com debates aprofundados sobre Métricas de Avaliação de Modelos Preditivos. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Eng. Thiago Pinheiro Borges
88,Melhores Práticas e Arquitetura de Design de Dashboards e Eliminação de Chartjunk,Vídeo,Business Intelligence,Avançado,56,2026-06-18,"Vídeo prático e objetivo apresentando a aplicação de Design de Dashboards e Eliminação de Chartjunk. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Profa. Beatriz Helena Nogueira
89,Melhores Práticas e Arquitetura de Arquitetura RAG e Recuperação Semântica,Vídeo,Inteligência Artificial,Intermediário,37,2024-06-25,"Vídeo prático e objetivo apresentando a aplicação de Arquitetura RAG e Recuperação Semântica. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Inteligência Artificial.",Profa. Beatriz Helena Nogueira
90,Deep Dive Ep. 38: Casos de Sucesso em Clusterização e Segmentação de Perfis,Podcast,Ciência de Dados,Básico,59,2024-10-21,"Episódio enriquecedor com debates aprofundados sobre Clusterização e Segmentação de Perfis. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Eng. Thiago Pinheiro Borges
91,Arquitetura & Código Ep. 70: Inovações em Práticas de DataOps e Qualidade de Dados,Podcast,Engenharia de Dados,Avançado,70,2025-05-14,"Episódio enriquecedor com debates aprofundados sobre Práticas de DataOps e Qualidade de Dados. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dra. Mariana Vasconcelos
92,Formação Prática em Integração Híbrida PostgreSQL e NoSQL MongoDB: Fundamentos e Aplicação,Curso,Banco de Dados,Básico,566,2025-09-15,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Integração Híbrida PostgreSQL e NoSQL MongoDB. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Profa. Carla Antunes Silveira
